transaction_id,customer_id,timestamp,amount,currency,merchant_mcc,merchant_category,swift_bank,card_type,entry_mode,channel,location_country,continent,location_city,distance_from_home_km,device_id,ip_address,velocity_1h,velocity_24h,is_fraud_actual
TXN_0010774,CUST_00919,2026-06-01 14:39:54,48.03,USD,MCC 4722: Travel Agencies & Airline Ticketing,Travel & Aviation,BNPAFRPP (BNP Paribas S.A.),Amex Centurion,Contactless 3DS,ATM Network,US,North America,US_Metro_5,16.6,DEV_1027,110.161.243.211,3,3,0
TXN_0002033,CUST_00403,2026-06-01 14:45:39,33.28,CAD,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,HSBCUK21 (HSBC Bank plc),Visa Infinite,Online (CNP),SWIFT Network,FR,Europe,FR_Metro_4,11.6,DEV_1314,162.226.124.239,1,8,0
TXN_0001754,CUST_00210,2026-06-01 14:45:52,130.16,AED,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,HSBCUK21 (HSBC Bank plc),Mastercard World Elite,Contactless 3DS,POS Terminal,CO,Latin America,CO_Metro_1,17.4,DEV_1129,68.83.216.72,2,4,0
TXN_0006892,CUST_00613,2026-06-01 14:55:04,134.99,JPY,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,"MUFGJPJT (MUFG Bank, Ltd.)",Visa Infinite,Chip & PIN,Web Gateway,CL,Latin America,CL_Metro_4,17.6,DEV_1012,66.176.209.97,2,8,0
TXN_0012232,CUST_00280,2026-06-01 14:55:49,226.61,USD,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,"CITIUS33 (Citibank, N.A.)",Amex Centurion,Contactless 3DS,Web Gateway,DE,Europe,DE_Metro_3,17.4,DEV_0001,146.184.219.157,3,5,0
TXN_0005364,CUST_00444,2026-06-01 14:58:35,63.07,EUR,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,BARCGB22 (Barclays Bank PLC),Mastercard World Elite,ISO 8583 API,POS Terminal,FR,Europe,FR_Metro_5,31.4,DEV_0471,61.11.225.115,2,4,0
TXN_0005432,CUST_00833,2026-06-01 15:04:01,48.78,SGD,MCC 6012: Financial Institutions & Banking,Commercial Banking,"MUFGJPJT (MUFG Bank, Ltd.)",Mastercard World Elite,EMV Contactless,ATM Network,IL,Middle East & Africa,IL_Metro_4,2.8,DEV_0663,142.99.36.176,1,5,0
TXN_0007141,CUST_00886,2026-06-01 15:04:59,28.16,CAD,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,"CITIUS33 (Citibank, N.A.)",Visa Infinite,ISO 8583 API,Web Gateway,CO,Latin America,CO_Metro_3,33.8,DEV_0800,152.111.253.100,1,5,0
TXN_0012404,CUST_00213,2026-06-01 15:16:20,184.13,CNY,MCC 6012: Financial Institutions & Banking,Commercial Banking,"BOFAUS3N (Bank of America, N.A.)",Corporate Platinum,EMV Contactless,SWIFT Network,AE,Middle East & Africa,AE_Metro_4,64.9,DEV_1189,210.78.68.135,2,7,0
TXN_0001980,CUST_00932,2026-06-01 15:29:20,111.36,JPY,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,HSBCUK21 (HSBC Bank plc),Mastercard World Elite,ISO 8583 API,ATM Network,SE,Europe,SE_Metro_4,17.5,DEV_1263,183.227.225.209,3,5,0
TXN_0001766,CUST_00601,2026-06-01 15:35:34,68.99,AUD,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,BARCGB22 (Barclays Bank PLC),Amex Centurion,Contactless 3DS,Mobile Banking App,CA,North America,CA_Metro_2,11.2,DEV_0814,166.115.29.56,2,3,0
TXN_0014876,CUST_00365,2026-06-01 15:40:24,233.65,CHF,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,DEUTDEFF (Deutsche Bank AG),Corporate Platinum,Contactless 3DS,Mobile Banking App,MX,North America,MX_Metro_3,18.6,DEV_1396,22.8.207.107,2,7,0
TXN_0003610,CUST_00789,2026-06-01 15:42:10,21.21,JPY,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"CITIUS33 (Citibank, N.A.)",Visa Infinite,EMV Contactless,Mobile Banking App,SE,Europe,SE_Metro_3,21.8,DEV_0397,156.214.45.162,3,6,0
TXN_0002695,CUST_00260,2026-06-01 15:47:29,140.66,EUR,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,DEUTDEFF (Deutsche Bank AG),Visa Infinite,Online (CNP),Web Gateway,NG,Middle East & Africa,NG_Metro_2,16.9,DEV_1007,113.17.152.15,1,7,0
TXN_0009630,CUST_00565,2026-06-01 15:53:21,59.52,AED,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,HSBCUK21 (HSBC Bank plc),Corporate Platinum,Online (CNP),ATM Network,ZA,Middle East & Africa,ZA_Metro_4,8.5,DEV_0999,51.181.175.221,3,6,0
TXN_0009196,CUST_00261,2026-06-01 15:55:18,233.24,AED,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,DEUTDEFF (Deutsche Bank AG),Amex Centurion,ISO 8583 API,Web Gateway,ES,Europe,ES_Metro_5,7.9,DEV_1459,181.169.118.121,2,4,0
TXN_0007375,CUST_00555,2026-06-01 15:55:29,65.96,AUD,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Visa Infinite,EMV Contactless,Web Gateway,IN,Asia-Pacific,IN_Metro_5,58.7,DEV_1164,102.83.139.37,1,7,0
TXN_0006626,CUST_00364,2026-06-01 16:16:29,379.12,SGD,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,"CITIUS33 (Citibank, N.A.)",Mastercard World Elite,Online (CNP),ATM Network,AR,Latin America,AR_Metro_4,32.2,DEV_0341,130.43.89.129,2,4,0
TXN_0013822,CUST_00292,2026-06-01 16:34:57,119.06,USD,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,BNPAFRPP (BNP Paribas S.A.),Debit Classic,Chip & PIN,ATM Network,SE,Europe,SE_Metro_5,11.6,DEV_0883,52.32.47.179,1,2,0
TXN_0005382,CUST_00287,2026-06-01 16:36:17,31.31,JPY,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,"BOFAUS3N (Bank of America, N.A.)",Visa Infinite,Contactless 3DS,Web Gateway,IL,Middle East & Africa,IL_Metro_3,7.7,DEV_1308,95.33.83.189,1,1,0
TXN_0005096,CUST_00652,2026-06-01 16:55:58,368.98,EUR,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"BOFAUS3N (Bank of America, N.A.)",Corporate Platinum,Contactless 3DS,Web Gateway,SE,Europe,SE_Metro_4,11.3,DEV_0179,100.236.147.222,2,7,0
TXN_0006999,CUST_00466,2026-06-01 17:10:36,103.12,EUR,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,BNPAFRPP (BNP Paribas S.A.),Amex Centurion,Chip & PIN,ATM Network,UK,Europe,UK_Metro_3,1.9,DEV_0473,194.223.181.66,1,1,0
TXN_0015000,CUST_00516,2026-06-01 17:12:56,51.53,AUD,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,"MUFGJPJT (MUFG Bank, Ltd.)",Corporate Platinum,Chip & PIN,ATM Network,CO,Latin America,CO_Metro_3,46.2,DEV_0961,138.10.100.67,2,2,0
TXN_0002783,CUST_00216,2026-06-01 17:19:41,21.13,JPY,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,"BOFAUS3N (Bank of America, N.A.)",Corporate Platinum,Contactless 3DS,Web Gateway,IN,Asia-Pacific,IN_Metro_3,9.1,DEV_0708,65.244.25.242,1,8,0
TXN_0004482,CUST_00974,2026-06-01 17:41:38,48.9,USD,MCC 4722: Travel Agencies & Airline Ticketing,Travel & Aviation,DEUTDEFF (Deutsche Bank AG),Visa Infinite,Contactless 3DS,POS Terminal,CO,Latin America,CO_Metro_1,10.6,DEV_0568,201.161.252.99,3,4,0
TXN_0012668,CUST_00353,2026-06-01 17:47:31,28.99,CAD,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,"MUFGJPJT (MUFG Bank, Ltd.)",Visa Infinite,Chip & PIN,Web Gateway,SA,Middle East & Africa,SA_Metro_3,1.7,DEV_1222,89.17.14.253,3,2,0
TXN_0005030,CUST_00708,2026-06-01 17:51:14,216.84,USD,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,BARCGB22 (Barclays Bank PLC),Debit Classic,EMV Contactless,Mobile Banking App,IN,Asia-Pacific,IN_Metro_4,4.1,DEV_1366,170.42.135.45,2,1,0
TXN_0012644,CUST_00955,2026-06-01 17:53:27,100.04,USD,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,"CITIUS33 (Citibank, N.A.)",Amex Centurion,Contactless 3DS,Web Gateway,KR,Asia-Pacific,KR_Metro_1,10.3,DEV_1106,71.26.217.114,2,3,0
TXN_0005741,CUST_00752,2026-06-01 17:55:58,430.93,USD,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,HSBCUK21 (HSBC Bank plc),Corporate Platinum,EMV Contactless,ATM Network,NG,Middle East & Africa,NG_Metro_1,79.7,DEV_0891,78.150.180.206,2,5,0
TXN_0000286,CUST_00514,2026-06-01 18:04:53,18.95,SGD,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Amex Centurion,Contactless 3DS,Mobile Banking App,SE,Europe,SE_Metro_4,8.6,DEV_0180,196.195.116.107,3,3,0
TXN_0010795,CUST_00370,2026-06-01 18:34:59,42.89,GBP,MCC 4722: Travel Agencies & Airline Ticketing,Travel & Aviation,"CITIUS33 (Citibank, N.A.)",Visa Infinite,Online (CNP),Web Gateway,IN,Asia-Pacific,IN_Metro_5,13.8,DEV_0812,134.129.215.149,3,7,0
TXN_0000611,CUST_00631,2026-06-01 18:36:20,343.39,AUD,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,"CITIUS33 (Citibank, N.A.)",Debit Classic,Chip & PIN,POS Terminal,IL,Middle East & Africa,IL_Metro_2,29.1,DEV_0036,122.4.238.10,2,8,0
TXN_0006511,CUST_00399,2026-06-01 19:02:18,21.29,JPY,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,HSBCUK21 (HSBC Bank plc),Debit Classic,EMV Contactless,Mobile Banking App,SG,Asia-Pacific,SG_Metro_4,54.4,DEV_1249,136.164.234.53,1,8,0
TXN_0009690,CUST_00133,2026-06-01 19:02:48,98.04,AUD,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,BNPAFRPP (BNP Paribas S.A.),Corporate Platinum,ISO 8583 API,POS Terminal,EG,Middle East & Africa,EG_Metro_3,25.2,DEV_1351,162.70.220.76,2,1,0
TXN_0001694,CUST_00703,2026-06-01 19:03:31,61.22,AED,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,"CITIUS33 (Citibank, N.A.)",Debit Classic,Chip & PIN,ATM Network,US,North America,US_Metro_5,90.4,DEV_1439,40.241.0.178,2,1,0
TXN_0007191,CUST_00206,2026-06-01 19:09:38,24.28,EUR,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,BNPAFRPP (BNP Paribas S.A.),Mastercard World Elite,ISO 8583 API,Mobile Banking App,KR,Asia-Pacific,KR_Metro_2,10.6,DEV_0068,89.166.94.105,2,6,0
TXN_0010517,CUST_00087,2026-06-01 19:11:20,148.28,AED,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,DEUTDEFF (Deutsche Bank AG),Mastercard World Elite,ISO 8583 API,ATM Network,ZA,Middle East & Africa,ZA_Metro_1,31.4,DEV_1410,207.33.11.134,2,1,0
TXN_0008138,CUST_00238,2026-06-01 19:16:48,17.69,EUR,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,HSBCUK21 (HSBC Bank plc),Mastercard World Elite,Online (CNP),Mobile Banking App,CO,Latin America,CO_Metro_1,20.3,DEV_1047,84.98.129.254,1,1,0
TXN_0006704,CUST_00101,2026-06-01 19:19:15,74.99,SGD,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,HSBCUK21 (HSBC Bank plc),Visa Infinite,ISO 8583 API,Web Gateway,CH,Europe,CH_Metro_5,20.2,DEV_0108,47.194.240.129,1,3,0
TXN_0004635,CUST_00968,2026-06-01 19:39:58,60.08,AUD,MCC 4722: Travel Agencies & Airline Ticketing,Travel & Aviation,BNPAFRPP (BNP Paribas S.A.),Corporate Platinum,ISO 8583 API,POS Terminal,AU,Asia-Pacific,AU_Metro_1,6.4,DEV_1362,45.78.84.78,3,6,0
TXN_0009763,CUST_00953,2026-06-01 20:01:44,52.8,AUD,MCC 4722: Travel Agencies & Airline Ticketing,Travel & Aviation,DEUTDEFF (Deutsche Bank AG),Debit Classic,Chip & PIN,Mobile Banking App,IL,Middle East & Africa,IL_Metro_2,72.3,DEV_1336,97.180.249.216,3,3,0
TXN_0001331,CUST_00858,2026-06-01 20:19:08,11.24,SGD,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,DEUTDEFF (Deutsche Bank AG),Mastercard World Elite,EMV Contactless,SWIFT Network,CH,Europe,CH_Metro_1,3.1,DEV_1212,217.64.207.74,3,3,0
TXN_0004517,CUST_00377,2026-06-01 20:41:14,23.99,AUD,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"CITIUS33 (Citibank, N.A.)",Mastercard World Elite,ISO 8583 API,Mobile Banking App,ES,Europe,ES_Metro_3,15.8,DEV_0123,168.224.216.33,1,3,0
TXN_0008347,CUST_00171,2026-06-01 20:50:43,49.96,SGD,MCC 6012: Financial Institutions & Banking,Commercial Banking,"MUFGJPJT (MUFG Bank, Ltd.)",Amex Centurion,Chip & PIN,POS Terminal,ZA,Middle East & Africa,ZA_Metro_3,15.2,DEV_0836,169.126.223.70,3,8,0
TXN_0006094,CUST_00124,2026-06-01 21:01:07,341.59,CNY,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,"CITIUS33 (Citibank, N.A.)",Debit Classic,Chip & PIN,SWIFT Network,JP,Asia-Pacific,JP_Metro_5,19.7,DEV_1127,111.113.219.240,1,2,0
TXN_0003552,CUST_00855,2026-06-01 21:35:06,339.78,JPY,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,HSBCUK21 (HSBC Bank plc),Corporate Platinum,EMV Contactless,ATM Network,EG,Middle East & Africa,EG_Metro_2,40.1,DEV_0854,58.111.133.89,3,3,0
TXN_0005724,CUST_00552,2026-06-01 21:44:01,253.71,AUD,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Visa Infinite,Online (CNP),Mobile Banking App,CN,Asia-Pacific,CN_Metro_5,20.9,DEV_0508,18.233.195.185,1,4,0
TXN_0001086,CUST_00222,2026-06-01 21:46:50,114.12,SGD,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,"BOFAUS3N (Bank of America, N.A.)",Amex Centurion,EMV Contactless,Web Gateway,NG,Middle East & Africa,NG_Metro_5,9.2,DEV_0187,126.83.83.170,3,1,0
TXN_0010960,CUST_00214,2026-06-01 22:08:46,129.42,AUD,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,DEUTDEFF (Deutsche Bank AG),Debit Classic,Chip & PIN,ATM Network,MX,North America,MX_Metro_3,6.6,DEV_0572,152.145.124.40,1,6,0
TXN_0012015,CUST_00347,2026-06-01 22:24:26,42.26,EUR,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,"BOFAUS3N (Bank of America, N.A.)",Debit Classic,Chip & PIN,ATM Network,CO,Latin America,CO_Metro_1,35.8,DEV_0606,18.13.184.225,2,4,0
TXN_0010307,CUST_00031,2026-06-01 22:40:20,79.86,CNY,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,"CITIUS33 (Citibank, N.A.)",Corporate Platinum,Chip & PIN,POS Terminal,JP,Asia-Pacific,JP_Metro_3,50.8,DEV_0284,150.184.33.223,3,6,0
TXN_0009334,CUST_00075,2026-06-01 22:41:43,87.86,JPY,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,DEUTDEFF (Deutsche Bank AG),Mastercard World Elite,ISO 8583 API,POS Terminal,CL,Latin America,CL_Metro_4,25.1,DEV_1219,135.70.202.176,1,5,0
TXN_0014816,CUST_00330,2026-06-01 22:49:58,95.68,USD,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,BNPAFRPP (BNP Paribas S.A.),Amex Centurion,Chip & PIN,SWIFT Network,MX,North America,MX_Metro_3,18.4,DEV_1394,122.162.170.37,1,5,0
TXN_0008124,CUST_00534,2026-06-01 22:58:41,39.91,GBP,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Visa Infinite,Online (CNP),SWIFT Network,US,North America,US_Metro_5,15.4,DEV_1092,166.126.110.179,3,1,0
TXN_0005831,CUST_00049,2026-06-01 23:18:49,44.75,CAD,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,BNPAFRPP (BNP Paribas S.A.),Debit Classic,Online (CNP),Mobile Banking App,MX,North America,MX_Metro_4,7.8,DEV_0365,150.208.37.200,1,2,0
TXN_0004642,CUST_00907,2026-06-01 23:19:18,325.56,EUR,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,BNPAFRPP (BNP Paribas S.A.),Mastercard World Elite,Chip & PIN,Web Gateway,IT,Europe,IT_Metro_4,42.2,DEV_0383,130.92.234.2,1,2,0
TXN_0011166,CUST_00287,2026-06-01 23:21:26,69.17,GBP,MCC 6012: Financial Institutions & Banking,Commercial Banking,BARCGB22 (Barclays Bank PLC),Visa Infinite,Online (CNP),SWIFT Network,NG,Middle East & Africa,NG_Metro_4,29.7,DEV_0210,118.214.227.44,1,4,0
TXN_0007355,CUST_00742,2026-06-01 23:28:55,29.18,JPY,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,BARCGB22 (Barclays Bank PLC),Debit Classic,EMV Contactless,ATM Network,AE,Middle East & Africa,AE_Metro_3,11.1,DEV_0106,12.172.224.131,1,4,0
TXN_0013665,CUST_00150,2026-06-01 23:59:50,9.28,AUD,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,BNPAFRPP (BNP Paribas S.A.),Amex Centurion,Online (CNP),Mobile Banking App,SG,Asia-Pacific,SG_Metro_4,17.9,DEV_0804,79.148.199.162,3,3,0
TXN_0006647,CUST_00732,2026-06-02 00:11:14,263.64,JPY,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,DEUTDEFF (Deutsche Bank AG),Corporate Platinum,ISO 8583 API,Mobile Banking App,AE,Middle East & Africa,AE_Metro_2,10.7,DEV_1284,32.242.82.235,1,8,0
TXN_0000322,CUST_00803,2026-06-02 00:20:37,58.34,EUR,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Debit Classic,Contactless 3DS,ATM Network,SA,Middle East & Africa,SA_Metro_2,73.8,DEV_0758,216.89.133.201,3,8,0
TXN_0003529,CUST_00944,2026-06-02 00:42:51,312.58,AUD,MCC 4722: Travel Agencies & Airline Ticketing,Travel & Aviation,BARCGB22 (Barclays Bank PLC),Debit Classic,Chip & PIN,SWIFT Network,NL,Europe,NL_Metro_3,50.9,DEV_0581,89.212.86.67,3,1,0
TXN_0000522,CUST_00905,2026-06-02 00:47:12,83.37,JPY,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,BARCGB22 (Barclays Bank PLC),Debit Classic,Online (CNP),Web Gateway,CL,Latin America,CL_Metro_3,29.9,DEV_0665,31.135.68.105,3,6,0
TXN_0002642,CUST_00239,2026-06-02 00:59:21,40.37,GBP,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Debit Classic,ISO 8583 API,SWIFT Network,AE,Middle East & Africa,AE_Metro_2,97.3,DEV_0637,79.90.143.16,3,6,0
TXN_0005183,CUST_00006,2026-06-02 01:04:35,43.83,GBP,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Visa Infinite,Chip & PIN,Web Gateway,AR,Latin America,AR_Metro_5,15.4,DEV_1204,190.78.47.68,1,5,0
TXN_0004896,CUST_00844,2026-06-02 01:16:59,51.47,CNY,MCC 6012: Financial Institutions & Banking,Commercial Banking,HSBCUK21 (HSBC Bank plc),Visa Infinite,EMV Contactless,Web Gateway,HK,Asia-Pacific,HK_Metro_3,3.1,DEV_1046,138.214.89.13,1,7,0
TXN_0013682,CUST_00090,2026-06-02 01:38:14,59.6,AED,MCC 6012: Financial Institutions & Banking,Commercial Banking,"MUFGJPJT (MUFG Bank, Ltd.)",Amex Centurion,Chip & PIN,ATM Network,JP,Asia-Pacific,JP_Metro_4,2.9,DEV_1177,69.147.183.83,1,1,0
TXN_0000808,CUST_00379,2026-06-02 01:45:39,34.01,SGD,MCC 4722: Travel Agencies & Airline Ticketing,Travel & Aviation,DEUTDEFF (Deutsche Bank AG),Debit Classic,Chip & PIN,POS Terminal,IL,Middle East & Africa,IL_Metro_4,10.6,DEV_0791,203.70.240.87,3,8,0
TXN_0006008,CUST_00556,2026-06-02 02:02:28,688.76,AUD,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,BARCGB22 (Barclays Bank PLC),Visa Infinite,ISO 8583 API,Mobile Banking App,DE,Europe,DE_Metro_3,12.3,DEV_1178,14.70.42.20,1,1,0
TXN_0007858,CUST_00102,2026-06-02 02:10:48,346.63,CNY,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"CITIUS33 (Citibank, N.A.)",Mastercard World Elite,Contactless 3DS,SWIFT Network,IN,Asia-Pacific,IN_Metro_2,3.9,DEV_1086,25.205.224.198,1,3,0
TXN_0011574,CUST_00129,2026-06-02 02:12:47,16.33,GBP,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"MUFGJPJT (MUFG Bank, Ltd.)",Corporate Platinum,EMV Contactless,Web Gateway,CA,North America,CA_Metro_4,13.0,DEV_0545,34.184.14.175,2,3,0
TXN_0002502,CUST_00973,2026-06-02 02:14:24,33.86,SGD,MCC 6012: Financial Institutions & Banking,Commercial Banking,HSBCUK21 (HSBC Bank plc),Amex Centurion,Contactless 3DS,SWIFT Network,KR,Asia-Pacific,KR_Metro_5,2.1,DEV_1335,217.89.245.115,2,2,0
TXN_0012452,CUST_00319,2026-06-02 02:19:06,24.97,CAD,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,HSBCUK21 (HSBC Bank plc),Corporate Platinum,Online (CNP),Mobile Banking App,SA,Middle East & Africa,SA_Metro_4,1.4,DEV_0985,49.193.161.81,1,5,0
TXN_0007260,CUST_00786,2026-06-02 02:21:13,27.84,GBP,MCC 6012: Financial Institutions & Banking,Commercial Banking,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Amex Centurion,EMV Contactless,Web Gateway,UK,Europe,UK_Metro_2,25.3,DEV_0619,191.191.90.155,2,4,0
TXN_0006304,CUST_00390,2026-06-02 02:22:52,90.63,JPY,MCC 5732: Consumer Electronics & Computing,Electronics & Tech,"BOFAUS3N (Bank of America, N.A.)",Visa Infinite,ISO 8583 API,SWIFT Network,AU,Asia-Pacific,AU_Metro_1,30.8,DEV_0733,76.138.21.139,1,5,0
TXN_0007029,CUST_00828,2026-06-02 02:28:05,94.76,EUR,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"CITIUS33 (Citibank, N.A.)",Amex Centurion,Online (CNP),POS Terminal,NG,Middle East & Africa,NG_Metro_1,7.1,DEV_0538,29.103.225.93,3,1,0
TXN_0003734,CUST_00220,2026-06-02 02:30:34,312.45,GBP,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,DEUTDEFF (Deutsche Bank AG),Mastercard World Elite,EMV Contactless,POS Terminal,MX,North America,MX_Metro_1,4578.6,DEV_1303,80.72.98.229,10,22,1
TXN_0002499,CUST_00845,2026-06-02 02:49:54,127.37,CHF,MCC 4722: Travel Agencies & Airline Ticketing,Travel & Aviation,BARCGB22 (Barclays Bank PLC),Amex Centurion,Chip & PIN,Mobile Banking App,EG,Middle East & Africa,EG_Metro_3,1.1,DEV_0589,36.67.55.168,3,6,0
TXN_0014142,CUST_00987,2026-06-02 02:59:26,66.3,CAD,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,HSBCUK21 (HSBC Bank plc),Mastercard World Elite,Chip & PIN,POS Terminal,IN,Asia-Pacific,IN_Metro_1,11.8,DEV_0635,112.53.190.131,2,2,0
TXN_0003641,CUST_00722,2026-06-02 03:01:07,24.92,GBP,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"CITIUS33 (Citibank, N.A.)",Visa Infinite,Chip & PIN,Mobile Banking App,CO,Latin America,CO_Metro_5,10.4,DEV_0073,40.24.192.41,2,1,0
TXN_0005546,CUST_00368,2026-06-02 03:06:38,70.17,SGD,MCC 4829: Wire Transfer & Money Orders,Cross-Border Remittance,HSBCUK21 (HSBC Bank plc),Debit Classic,ISO 8583 API,ATM Network,IT,Europe,IT_Metro_2,20.4,DEV_0335,150.132.225.54,1,5,0
TXN_0012436,CUST_00140,2026-06-02 03:15:24,58.94,CAD,MCC 5944: Luxury Jewelry & Watch Merchants,Jewelry & Luxury,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Debit Classic,ISO 8583 API,SWIFT Network,ES,Europe,ES_Metro_1,3.0,DEV_0006,40.192.224.20,1,1,0
TXN_0002386,CUST_00272,2026-06-02 03:54:03,110.81,CHF,MCC 6051: Virtual Currency & Crypto Exchanges,Crypto & Virtual Assets,"CHASUS33 (JPMorgan Chase Bank, N.A.)",Mastercard World Elite,Online (CNP),Mobile Banking App,BR,Latin America,BR_Metro_3,102.0,DEV_0489,92.230.137.220,3,5,0
TXN_0008858,CUST_00432,2026-06-02 04:08:38,163.54,JPY,MCC 6012: Financial Institutions & Banking,Commercial Banking,"CITIUS33 (Citibank, N.A.)",Amex Centurion,Chip & PIN,SWIFT Network,ES,Europe,ES_Metro_1,22.5,DEV_1362,39.243.100.111,1,3,0
TXN_0008669,CUST_00276,2026-06-02 04:18:51,111.76,GBP,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,"MUFGJPJT (MUFG Bank, Ltd.)",Debit Classic,EMV Contactless,POS Terminal,NL,Europe,NL_Metro_4,16.6,DEV_1169,101.203.153.146,3,1,0
TXN_0011885,CUST_00768,2026-06-02 04:36:08,23.25,EUR,MCC 5411: Supermarkets & Wholesale Grocery,Grocery & Supermarkets,BNPAFRPP (BNP Paribas S.A.),Corporate Platinum,EMV Contactless,Mobile Banking App,ZA,Middle East & Africa,ZA_Metro_3,6.8,DEV_1386,166.182.249.210,1,2,0
TXN_0005708,CUST_00387,2026-06-02 04:43:07,233.19,AED,"MCC 7995: Online Betting, Casino & Gaming",Online Gaming & Betting,"MUFGJPJT (MUFG Bank, Ltd.)",Corporate Platinum,Online (CNP),Mobile Banking App,JP,Asia-Pacific,JP_Metro_4,5.1,DEV_0836,198.43.99.42,3,3,0
